"iso","model","rcp","ssp","rawtotal","flextotal","f2mort","f2total","meantas","impact_source","case_gamma","case_population","case_batch_collapsed"
"KIR","IIASA GDP","rcp45","SSP1",-13.4040232778364,-12.9074549830723,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"KIR","IIASA GDP","rcp45","SSP1",-13.4040232778364,-7.51216528606853,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"KIR","IIASA GDP","rcp45","SSP1",-13.4040232778364,-13.3688039791757,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"HTI","IIASA GDP","rcp45","SSP1",-10.245792434695,-2.37917158887703,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"HTI","IIASA GDP","rcp45","SSP1",-10.245792434695,-1.63260317954372,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"HTI","IIASA GDP","rcp45","SSP1",-10.245792434695,1.03958476088668,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"HTI","IIASA GDP","rcp45","SSP1",-10.245792434695,7.53056920678523,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"HTI","IIASA GDP","rcp45","SSP1",-10.245792434695,-2.45712951349512,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"BLZ","IIASA GDP","rcp45","SSP1",-31.6921917160109,-17.3976569047279,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"BLZ","IIASA GDP","rcp45","SSP1",-31.6921917160109,-19.0507644509014,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"BLZ","IIASA GDP","rcp45","SSP1",-31.6921917160109,-21.6168406801472,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"BLZ","IIASA GDP","rcp45","SSP1",-31.6921917160109,-22.8495946709366,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"BLZ","IIASA GDP","rcp45","SSP1",-31.6921917160109,-17.1497813259407,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"HKG","IIASA GDP","rcp45","SSP1",-13.1961339367828,-9.54360057351548,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"HKG","IIASA GDP","rcp45","SSP1",-13.1961339367828,-11.0485841555077,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"HKG","IIASA GDP","rcp45","SSP1",-13.1961339367828,-14.3154008602732,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"HKG","IIASA GDP","rcp45","SSP1",-13.1961339367828,-19.087201147031,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"HKG","IIASA GDP","rcp45","SSP1",-13.1961339367828,-9.33883678728539,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"SLE","IIASA GDP","rcp45","SSP1",-5.89263261694361,5.50270787770204,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"SLE","IIASA GDP","rcp45","SSP1",-5.89263261694361,7.98847222232165,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"SLE","IIASA GDP","rcp45","SSP1",-5.89263261694361,14.9011131013821,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"SLE","IIASA GDP","rcp45","SSP1",-5.89263261694361,28.7308858482816,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"SLE","IIASA GDP","rcp45","SSP1",-5.89263261694361,5.19856841566305,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"GEO","IIASA GDP","rcp45","SSP1",27.5498321786546,9.17471825918866,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"GEO","IIASA GDP","rcp45","SSP1",27.5498321786546,12.9961385772492,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"GEO","IIASA GDP","rcp45","SSP1",27.5498321786546,23.5173470878336,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"GEO","IIASA GDP","rcp45","SSP1",27.5498321786546,44.3634890491789,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"GEO","IIASA GDP","rcp45","SSP1",27.5498321786546,8.70478306318294,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"GMB","IIASA GDP","rcp45","SSP1",4.37475001811798,12.1040008097687,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"GMB","IIASA GDP","rcp45","SSP1",4.37475001811798,15.7193899708754,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"GMB","IIASA GDP","rcp45","SSP1",4.37475001811798,25.16715928364,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"GMB","IIASA GDP","rcp45","SSP1",4.37475001811798,42.9044231368359,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"GMB","IIASA GDP","rcp45","SSP1",4.37475001811798,11.6480338783721,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"PHL","IIASA GDP","rcp45","SSP1",-11.0322006977944,-5.34306385135466,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"PHL","IIASA GDP","rcp45","SSP1",-11.0322006977944,-5.0849351139527,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"PHL","IIASA GDP","rcp45","SSP1",-11.0322006977944,-3.4927179873382,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"PHL","IIASA GDP","rcp45","SSP1",-11.0322006977944,1.37221306980746,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"PHL","IIASA GDP","rcp45","SSP1",-11.0322006977944,-5.35500919863589,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"MDA","IIASA GDP","rcp45","SSP1",-2.47192401000696,-16.1995224941489,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"MDA","IIASA GDP","rcp45","SSP1",-2.47192401000696,-15.3123288165948,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"MDA","IIASA GDP","rcp45","SSP1",-2.47192401000696,-10.159872245047,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"MDA","IIASA GDP","rcp45","SSP1",-2.47192401000696,5.30605233483919,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"MDA","IIASA GDP","rcp45","SSP1",-2.47192401000696,-16.2477661490976,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"MAR","IIASA GDP","rcp45","SSP1",25.2332305191837,0.538961873093956,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"MAR","IIASA GDP","rcp45","SSP1",25.2332305191837,1.6651485462051,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"MAR","IIASA GDP","rcp45","SSP1",25.2332305191837,5.08583784050879,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"MAR","IIASA GDP","rcp45","SSP1",25.2332305191837,12.4843104951689,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"MAR","IIASA GDP","rcp45","SSP1",25.2332305191837,0.407658041828595,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"HRV","IIASA GDP","rcp45","SSP1",28.581320277384,2.59880625228457,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"HRV","IIASA GDP","rcp45","SSP1",28.581320277384,6.73737045486744,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"HRV","IIASA GDP","rcp45","SSP1",28.581320277384,19.2164873024211,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"HRV","IIASA GDP","rcp45","SSP1",28.581320277384,46.0463536352203,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"HRV","IIASA GDP","rcp45","SSP1",28.581320277384,2.11423213638697,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"FSM","IIASA GDP","rcp45","SSP1",-17.5756193441882,-12.6924727309826,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"FSM","IIASA GDP","rcp45","SSP1",-17.5756193441882,-13.8685721440693,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"FSM","IIASA GDP","rcp45","SSP1",-17.5756193441882,-15.6476389526539,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"FSM","IIASA GDP","rcp45","SSP1",-17.5756193441882,-16.342091745112,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"FSM","IIASA GDP","rcp45","SSP1",-17.5756193441882,-12.5150765367787,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"GGY","IIASA GDP","rcp45","SSP1",1.30054738554085,-18.2063351937647,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"GGY","IIASA GDP","rcp45","SSP1",1.30054738554085,-19.3383142575053,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"GGY","IIASA GDP","rcp45","SSP1",1.30054738554085,-20.1650856719638,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"GGY","IIASA GDP","rcp45","SSP1",1.30054738554085,-17.3608914043741,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"GGY","IIASA GDP","rcp45","SSP1",1.30054738554085,-18.0157057440497,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"THA","IIASA GDP","rcp45","SSP1",-11.3049271965541,-9.05865046187669,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"THA","IIASA GDP","rcp45","SSP1",-11.3049271965541,-8.61737410055539,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"THA","IIASA GDP","rcp45","SSP1",-11.3049271965541,-5.90659729279837,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"THA","IIASA GDP","rcp45","SSP1",-11.3049271965541,2.36637480962439,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"THA","IIASA GDP","rcp45","SSP1",-11.3049271965541,-9.07932171008559,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"NAM","IIASA GDP","rcp45","SSP1",-7.05788738843372,-8.88062573431577,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"NAM","IIASA GDP","rcp45","SSP1",-7.05788738843372,-9.76265037334803,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"NAM","IIASA GDP","rcp45","SSP1",-7.05788738843372,-11.1912241574586,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"NAM","IIASA GDP","rcp45","SSP1",-7.05788738843372,-12.0820129512581,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"NAM","IIASA GDP","rcp45","SSP1",-7.05788738843372,-8.74970504669649,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"GRD","IIASA GDP","rcp45","SSP1",-18.178904705872,-19.2857061486759,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"GRD","IIASA GDP","rcp45","SSP1",-18.178904705872,-21.2267480927749,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"GRD","IIASA GDP","rcp45","SSP1",-18.178904705872,-24.4086438378682,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"GRD","IIASA GDP","rcp45","SSP1",-18.178904705872,-26.51830460363,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"GRD","IIASA GDP","rcp45","SSP1",-18.178904705872,-18.998448644576,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"IRQ","IIASA GDP","rcp45","SSP1",45.5543871292961,53.0023689546733,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"IRQ","IIASA GDP","rcp45","SSP1",45.5543871292961,65.8604662404852,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"IRQ","IIASA GDP","rcp45","SSP1",45.5543871292961,97.9896923957191,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"IRQ","IIASA GDP","rcp45","SSP1",45.5543871292961,155.301108479238,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"IRQ","IIASA GDP","rcp45","SSP1",45.5543871292961,51.3476754561259,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"PRT","IIASA GDP","rcp45","SSP1",15.4086129060129,13.4200641275795,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"PRT","IIASA GDP","rcp45","SSP1",15.4086129060129,15.5363488595013,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"PRT","IIASA GDP","rcp45","SSP1",15.4086129060129,20.1300961913693,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"PRT","IIASA GDP","rcp45","SSP1",15.4086129060129,26.8401282551591,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"PRT","IIASA GDP","rcp45","SSP1",15.4086129060129,13.132128445334,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"EST","IIASA GDP","rcp45","SSP1",-56.1638141409093,-61.1170602089377,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"EST","IIASA GDP","rcp45","SSP1",-56.1638141409093,-66.6656615827112,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"EST","IIASA GDP","rcp45","SSP1",-56.1638141409093,-74.876137229644,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"EST","IIASA GDP","rcp45","SSP1",-56.1638141409093,-77.4355788611753,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"EST","IIASA GDP","rcp45","SSP1",-56.1638141409093,-60.2760350072797,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"KO-","IIASA GDP","rcp45","SSP1",-5.73574891996476,-14.0532151146677,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"KO-","IIASA GDP","rcp45","SSP1",-5.73574891996476,-12.5882347277179,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"KO-","IIASA GDP","rcp45","SSP1",-5.73574891996476,-5.95723173796444,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"KO-","IIASA GDP","rcp45","SSP1",-5.73574891996476,12.220478928097,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"KO-","IIASA GDP","rcp45","SSP1",-5.73574891996476,-14.1750319282766,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"GNQ","IIASA GDP","rcp45","SSP1",-33.8881679139017,-26.9088663467377,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"GNQ","IIASA GDP","rcp45","SSP1",-33.8881679139017,-31.1522755034713,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"GNQ","IIASA GDP","rcp45","SSP1",-33.8881679139017,-40.3632995201065,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"GNQ","IIASA GDP","rcp45","SSP1",-33.8881679139017,-53.8177326934754,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"GNQ","IIASA GDP","rcp45","SSP1",-33.8881679139017,-26.3315201644584,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"LBN","IIASA GDP","rcp45","SSP1",20.552109393925,11.3858903451203,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"LBN","IIASA GDP","rcp45","SSP1",20.552109393925,13.2858949008415,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"LBN","IIASA GDP","rcp45","SSP1",20.552109393925,17.5081383871084,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"LBN","IIASA GDP","rcp45","SSP1",20.552109393925,23.9165883420484,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"LBN","IIASA GDP","rcp45","SSP1",20.552109393925,11.1295813334131,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"SJM","IIASA GDP","rcp45","SSP1",-152.569622637448,-102.721800782828,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"SJM","IIASA GDP","rcp45","SSP1",-152.569622637448,-118.920574243639,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"SJM","IIASA GDP","rcp45","SSP1",-152.569622637448,-154.082701174243,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"SJM","IIASA GDP","rcp45","SSP1",-152.569622637448,-205.443601565657,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"SJM","IIASA GDP","rcp45","SSP1",-152.569622637448,-100.517841732506,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"UZB","IIASA GDP","rcp45","SSP1",43.986100492804,31.7338083017314,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"UZB","IIASA GDP","rcp45","SSP1",43.986100492804,37.8565542227075,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"UZB","IIASA GDP","rcp45","SSP1",43.986100492804,52.1955450173956,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"UZB","IIASA GDP","rcp45","SSP1",43.986100492804,75.7205034429255,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"UZB","IIASA GDP","rcp45","SSP1",43.986100492804,30.9243137164158,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"TUN","IIASA GDP","rcp45","SSP1",31.0187996006717,17.8099631324178,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"TUN","IIASA GDP","rcp45","SSP1",31.0187996006717,20.9118719092698,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"TUN","IIASA GDP","rcp45","SSP1",31.0187996006717,27.920099802322,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"TUN","IIASA GDP","rcp45","SSP1",31.0187996006717,38.8336732080232,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"TUN","IIASA GDP","rcp45","SSP1",31.0187996006717,17.3941027430357,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"DJI","IIASA GDP","rcp45","SSP1",50.6731281960913,67.9776113806763,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"DJI","IIASA GDP","rcp45","SSP1",50.6731281960913,79.7029535939829,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"DJI","IIASA GDP","rcp45","SSP1",50.6731281960913,106.097474973774,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"DJI","IIASA GDP","rcp45","SSP1",50.6731281960913,146.971377168713,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"DJI","IIASA GDP","rcp45","SSP1",50.6731281960913,66.4034666017392,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"GRL","IIASA GDP","rcp45","SSP1",-107.40510924591,-97.8114520072249,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"GRL","IIASA GDP","rcp45","SSP1",-107.40510924591,-113.235885193396,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"GRL","IIASA GDP","rcp45","SSP1",-107.40510924591,-146.717178010837,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"GRL","IIASA GDP","rcp45","SSP1",-107.40510924591,-195.62290401445,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"GRL","IIASA GDP","rcp45","SSP1",-107.40510924591,-95.712847492568,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"ATG","IIASA GDP","rcp45","SSP1",-12.2860992745494,-14.6862322163122,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"ATG","IIASA GDP","rcp45","SSP1",-12.2860992745494,-15.8905595487547,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"ATG","IIASA GDP","rcp45","SSP1",-12.2860992745494,-17.4626084393474,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"ATG","IIASA GDP","rcp45","SSP1",-12.2860992745494,-17.1944914056352,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"ATG","IIASA GDP","rcp45","SSP1",-12.2860992745494,-14.4989700285988,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"ESP","IIASA GDP","rcp45","SSP1",22.6916149505202,21.0991985910518,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"ESP","IIASA GDP","rcp45","SSP1",22.6916149505202,25.0814039419811,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"ESP","IIASA GDP","rcp45","SSP1",22.6916149505202,34.3394584029903,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"ESP","IIASA GDP","rcp45","SSP1",22.6916149505202,49.373491892537,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"ESP","IIASA GDP","rcp45","SSP1",22.6916149505202,20.5711808640569,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"COL","IIASA GDP","rcp45","SSP1",-7.04195947891531,-15.6341486448211,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"COL","IIASA GDP","rcp45","SSP1",-7.04195947891531,-17.3884539918726,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"COL","IIASA GDP","rcp45","SSP1",-7.04195947891531,-20.5297839832414,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"COL","IIASA GDP","rcp45","SSP1",-7.04195947891531,-23.4777933323348,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"COL","IIASA GDP","rcp45","SSP1",-7.04195947891531,-15.3804902854831,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"REU","IIASA GDP","rcp45","SSP1",5.76284776959177,-10.599715384749,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"REU","IIASA GDP","rcp45","SSP1",5.76284776959177,-12.271243599384,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"REU","IIASA GDP","rcp45","SSP1",5.76284776959177,-15.8995730771235,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"REU","IIASA GDP","rcp45","SSP1",5.76284776959177,-21.199430769498,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"REU","IIASA GDP","rcp45","SSP1",5.76284776959177,-10.3722920094282,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"BDI","IIASA GDP","rcp45","SSP1",-44.757480795902,-41.3950385829172,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"BDI","IIASA GDP","rcp45","SSP1",-44.757480795902,-46.2797603390284,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"BDI","IIASA GDP","rcp45","SSP1",-44.757480795902,-55.342469807192,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"BDI","IIASA GDP","rcp45","SSP1",-44.757480795902,-64.7898423200109,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"BDI","IIASA GDP","rcp45","SSP1",-44.757480795902,-40.69584259645,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"FJI","IIASA GDP","rcp45","SSP1",-24.4848537280961,-20.0569138935555,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"FJI","IIASA GDP","rcp45","SSP1",-24.4848537280961,-23.0848138038947,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"FJI","IIASA GDP","rcp45","SSP1",-24.4848537280961,-29.5308239890857,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"FJI","IIASA GDP","rcp45","SSP1",-24.4848537280961,-38.6350361837842,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"FJI","IIASA GDP","rcp45","SSP1",-24.4848537280961,-19.6421043543268,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"BRB","IIASA GDP","rcp45","SSP1",-45.2820535873392,-55.1146082841484,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"BRB","IIASA GDP","rcp45","SSP1",-45.2820535873392,-62.2808866671547,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"BRB","IIASA GDP","rcp45","SSP1",-45.2820535873392,-76.4067564958711,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"BRB","IIASA GDP","rcp45","SSP1",-45.2820535873392,-93.5221340873596,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"BRB","IIASA GDP","rcp45","SSP1",-45.2820535873392,-54.1074754998192,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"CCK","IIASA GDP","rcp45","SSP1",-12.3904838250794,-22.2975679622897,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"CCK","IIASA GDP","rcp45","SSP1",-12.3904838250794,-25.8137957678338,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"CCK","IIASA GDP","rcp45","SSP1",-12.3904838250794,-33.4463519434345,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
"CCK","IIASA GDP","rcp45","SSP1",-12.3904838250794,-44.5951359245794,NA,NA,4,"fixed_to_4","positive_gamma_only","unweighted","FALSE"
"CCK","IIASA GDP","rcp45","SSP1",-12.3904838250794,-21.8191600066643,NA,NA,1.95708877699716,"data_meantas_country","positive_gamma_only","unweighted","FALSE"
"CUW","IIASA GDP","rcp45","SSP1",4.11819039121401,4.84168963302342,NA,NA,2,"fixed_to_2","positive_gamma_only","unweighted","FALSE"
"CUW","IIASA GDP","rcp45","SSP1",4.11819039121401,7.3246280535821,NA,NA,2.31539115041523,"data_meantas","positive_gamma_only","unweighted","FALSE"
"CUW","IIASA GDP","rcp45","SSP1",4.11819039121401,14.3262095876415,NA,NA,3,"fixed_to_3","positive_gamma_only","unweighted","FALSE"
